[ 2025-11-10 16:56:09,937 ] 21 root - INFO - Initiate the data ingestion
[ 2025-11-10 16:56:16,543 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-11-10 16:56:16,543 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-11-10 16:56:16,544 ] 75 root - INFO - Exporting train and test file path.
[ 2025-11-10 16:56:16,603 ] 84 root - INFO - Exported train and test file path.
[ 2025-11-10 16:56:16,604 ] 23 root - INFO - Data Initiation Completed
[ 2025-11-10 16:56:16,609 ] 27 root - INFO - Initiate the data Validation
[ 2025-11-10 16:56:16,682 ] 32 root - INFO - Required number of columns:2
[ 2025-11-10 16:56:16,682 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-10 16:56:16,682 ] 32 root - INFO - Required number of columns:2
[ 2025-11-10 16:56:16,682 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-10 16:56:16,811 ] 29 root - INFO - data Validation Completed
[ 2025-11-10 16:56:16,812 ] 32 root - INFO - data Transformation started
[ 2025-11-10 16:56:16,812 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-11-10 16:56:16,812 ] 65 root - INFO - Starting data transformation
[ 2025-11-10 16:56:16,837 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-11-10 16:56:16,837 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-11-10 16:56:16,856 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-10 16:56:16,860 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-10 16:56:16,860 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-10 16:56:16,863 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-10 16:56:16,864 ] 36 root - INFO - data Transformation completed
[ 2025-11-10 16:56:16,865 ] 38 root - INFO - Model Training started
