[ 2025-09-17 19:59:42,759 ] 21 root - INFO - Initiate the data ingestion
[ 2025-09-17 19:59:53,929 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-09-17 19:59:53,929 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-09-17 19:59:53,929 ] 75 root - INFO - Exporting train and test file path.
[ 2025-09-17 19:59:53,969 ] 84 root - INFO - Exported train and test file path.
[ 2025-09-17 19:59:53,971 ] 23 root - INFO - Data Initiation Completed
[ 2025-09-17 19:59:53,990 ] 27 root - INFO - Initiate the data Validation
[ 2025-09-17 19:59:54,048 ] 32 root - INFO - Required number of columns:2
[ 2025-09-17 19:59:54,048 ] 33 root - INFO - Data frame has columns:31
[ 2025-09-17 19:59:54,048 ] 32 root - INFO - Required number of columns:2
[ 2025-09-17 19:59:54,048 ] 33 root - INFO - Data frame has columns:31
[ 2025-09-17 19:59:54,165 ] 29 root - INFO - data Validation Completed
