[ 2025-11-11 01:16:45,829 ] 21 root - INFO - Initiate the data ingestion
[ 2025-11-11 01:16:52,257 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-11-11 01:16:52,257 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-11-11 01:16:52,257 ] 75 root - INFO - Exporting train and test file path.
[ 2025-11-11 01:16:52,301 ] 84 root - INFO - Exported train and test file path.
[ 2025-11-11 01:16:52,301 ] 23 root - INFO - Data Initiation Completed
[ 2025-11-11 01:16:52,318 ] 27 root - INFO - Initiate the data Validation
[ 2025-11-11 01:16:52,385 ] 32 root - INFO - Required number of columns:2
[ 2025-11-11 01:16:52,386 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-11 01:16:52,386 ] 32 root - INFO - Required number of columns:2
[ 2025-11-11 01:16:52,386 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-11 01:16:52,515 ] 29 root - INFO - data Validation Completed
[ 2025-11-11 01:16:52,516 ] 32 root - INFO - data Transformation started
[ 2025-11-11 01:16:52,516 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-11-11 01:16:52,516 ] 65 root - INFO - Starting data transformation
[ 2025-11-11 01:16:52,536 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-11-11 01:16:52,536 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-11-11 01:16:52,548 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-11 01:16:52,551 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-11 01:16:52,551 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-11 01:16:52,553 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-11 01:16:52,554 ] 36 root - INFO - data Transformation completed
[ 2025-11-11 01:16:52,555 ] 38 root - INFO - Model Training started
