[ 2025-09-18 01:16:15,363 ] 21 root - INFO - Initiate the data ingestion
[ 2025-09-18 01:16:25,581 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-09-18 01:16:25,581 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-09-18 01:16:25,583 ] 75 root - INFO - Exporting train and test file path.
[ 2025-09-18 01:16:25,616 ] 84 root - INFO - Exported train and test file path.
[ 2025-09-18 01:16:25,616 ] 23 root - INFO - Data Initiation Completed
[ 2025-09-18 01:16:25,622 ] 27 root - INFO - Initiate the data Validation
[ 2025-09-18 01:16:25,683 ] 32 root - INFO - Required number of columns:2
[ 2025-09-18 01:16:25,683 ] 33 root - INFO - Data frame has columns:31
[ 2025-09-18 01:16:25,684 ] 32 root - INFO - Required number of columns:2
[ 2025-09-18 01:16:25,684 ] 33 root - INFO - Data frame has columns:31
[ 2025-09-18 01:16:25,811 ] 29 root - INFO - data Validation Completed
[ 2025-09-18 01:16:25,811 ] 32 root - INFO - data Transformation started
[ 2025-09-18 01:16:25,811 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-09-18 01:16:25,811 ] 65 root - INFO - Starting data transformation
[ 2025-09-18 01:16:25,831 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-09-18 01:16:25,831 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-09-18 01:16:25,843 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-09-18 01:16:25,846 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-09-18 01:16:25,846 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-09-18 01:16:25,848 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-09-18 01:16:25,851 ] 36 root - INFO - data Transformation completed
