[ 2025-11-11 18:26:37,944 ] 21 root - INFO - Initiate the data ingestion
[ 2025-11-11 18:26:44,699 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-11-11 18:26:44,699 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-11-11 18:26:44,699 ] 75 root - INFO - Exporting train and test file path.
[ 2025-11-11 18:26:44,745 ] 84 root - INFO - Exported train and test file path.
[ 2025-11-11 18:26:44,745 ] 23 root - INFO - Data Initiation Completed
[ 2025-11-11 18:26:44,763 ] 27 root - INFO - Initiate the data Validation
[ 2025-11-11 18:26:44,825 ] 32 root - INFO - Required number of columns:2
[ 2025-11-11 18:26:44,825 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-11 18:26:44,826 ] 32 root - INFO - Required number of columns:2
[ 2025-11-11 18:26:44,826 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-11 18:26:44,948 ] 29 root - INFO - data Validation Completed
[ 2025-11-11 18:26:44,949 ] 32 root - INFO - data Transformation started
[ 2025-11-11 18:26:44,949 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-11-11 18:26:44,949 ] 65 root - INFO - Starting data transformation
[ 2025-11-11 18:26:44,974 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-11-11 18:26:44,974 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-11-11 18:26:44,988 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-11 18:26:44,992 ] 54 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-11 18:26:44,992 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-11 18:26:44,995 ] 54 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-11 18:26:44,997 ] 36 root - INFO - data Transformation completed
[ 2025-11-11 18:26:44,997 ] 38 root - INFO - Model Training started
[ 2025-11-11 18:29:26,109 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-11 18:29:26,164 ] 54 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-11 18:29:52,653 ] 72 root - INFO - MLflow model and metrics successfully tracked.
[ 2025-11-11 18:29:53,837 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-11 18:29:53,896 ] 54 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-11 18:29:53,896 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-11 18:29:53,954 ] 54 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-11 18:29:53,954 ] 141 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\11_11_2025_18_26_27\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9909488457235839, precision_score=0.989238578680203, recall_score=0.9926650366748166), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9764846552411319, precision_score=0.9722222222222222, recall_score=0.9807846277021617))
[ 2025-11-11 18:29:53,958 ] 43 root - INFO - Model Training artifact created
